threshold,0.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017
neganegr,0.137,0.261,0.12,0.217,0.193,0.183,0.075,0.077,0.071,0.071,0.067,0.063,0.064,0.063,0.065,0.066,0.066,0.067
posanegr,0.129,0.126,0.127,0.097,0.074,0.053,0.03,0.019,0.022,0.016,0.023,0.039,0.036,0.041,0.025,0.018,0.006,-0.014
