threshold,0.0005,0.00075,0.001,0.00125,0.0015,0.00175,0.002,0.00225,0.0025,0.00275,0.003,0.00325,0.0035,0.00375,0.004,0.00425,0.0045,0.00475
negaposr,-0.0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.015,0.015,0.016
posaposr,0.041,0.038,0.073,0.073,0.062,0.056,0.047,0.039,0.033,0.032,0.025,0.024,0.029,0.028,0.011,0.013,0.014,0.014
